ageGroup,gender,ageMin,ageMax,bodyWeightMin,bodyWeightMax,lift,record,name,date,place
M55,M,55,59,61,67,Snatch,53,John Destacamento,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M55,M,55,59,61,67,Clean & Jerk,60,John Destacamento,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M55,M,55,59,61,67,Total,113,John Destacamento,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M55,M,55,59,67,73,Snatch,80,Norman Prokup,2024-10-05,Steve Gough Memorial - Max's Gym
M55,M,55,59,67,73,Clean & Jerk,105,Norman Prokup,2024-10-05,Steve Gough Memorial - Max's Gym
M55,M,55,59,67,73,Total,185,Norman Prokup,2024-10-05,Steve Gough Memorial - Max's Gym
M55,M,55,59,73,81,Snatch,,,,
M55,M,55,59,73,81,Clean & Jerk,,,,
M55,M,55,59,73,81,Total,,,,
M55,M,55,59,81,89,Snatch,81,Gary Alinea,2025-04-12,Hassle Free Barbell Spring Open
M55,M,55,59,81,89,Clean & Jerk,107,Gary Alinea,2023-07-16,2023 Max's Gym Open
M55,M,55,59,81,89,Total,188,Gary Alinea,2023-07-16,2023 Max's Gym Open
M55,M,55,59,89,96,Snatch,77,Alan Reese,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M55,M,55,59,89,96,Clean & Jerk,85,Alan Reese,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M55,M,55,59,89,96,Total,162,Alan Reese,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M55,M,55,59,96,102,Snatch,,,,
M55,M,55,59,96,102,Clean & Jerk,,,,
M55,M,55,59,96,102,Total,,,,
M55,M,55,59,102,109,Snatch,81,Daniel Larson,2023-03-16,2023 National Masters Championships
M55,M,55,59,102,109,Clean & Jerk,93,Daniel Larson,2023-01-15,Bar Wars 2023
M55,M,55,59,102,109,Total,171,Daniel Larson,2023-01-15,Bar Wars 2023
M55,M,55,59,109,>109,Snatch,98,Robert Madsen,2019-06-23,PWA Champs
M55,M,55,59,109,>109,Clean & Jerk,122,Robert Madsen,2019-06-23,PWA Champs
M55,M,55,59,109,>109,Total,220,Robert Madsen,2019-06-23,PWA Champs
W60,F,60,64,0,45,Snatch,,,,
W60,F,60,64,0,45,Clean & Jerk,,,,
W60,F,60,64,0,45,Total,,,,
W60,F,60,64,0,49,Snatch,31,Lori Bihler,2019-08-24,2019 IWF World Masters
W60,F,60,64,0,49,Clean & Jerk,42,Lori Bihler,2019-03-31,2019 Masters National Championships
W60,F,60,64,0,49,Total,71,Lori Bihler,2019-03-31,2019 Masters National Championships
W60,F,60,64,49,55,Snatch,40,Sandra Guterres,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
W60,F,60,64,49,55,Clean & Jerk,54,Sandra Guterres,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
W60,F,60,64,49,55,Total,94,Sandra Guterres,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
W60,F,60,64,55,59,Snatch,41,Sandra Guterres,2024-12-15,Hassle Free Winter Breakers
W60,F,60,64,55,59,Clean & Jerk,55,Yvonne Howard,2023-10-14,Diablo Fall Classic
W60,F,60,64,55,59,Total,96,Sandra Guterres,2024-12-15,Hassle Free Winter Breakers
W60,F,60,64,59,64,Snatch,34,Tracy Paxton,2025-01-11,Bar Wars 2025
W60,F,60,64,59,64,Clean & Jerk,47,Tracy Paxton,2025-01-11,Bar Wars 2025
W60,F,60,64,59,64,Total,81,Tracy Paxton,2025-01-11,Bar Wars 2025
W60,F,60,64,64,71,Snatch,47,Jodi Jordan,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
W60,F,60,64,64,71,Clean & Jerk,55,Jodi Jordan,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
W60,F,60,64,64,71,Total,102,Jodi Jordan,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
W60,F,60,64,71,76,Snatch,26,Rene Cournoyer,2021-12-11,Steve Gough Memorial PWA Championships
W60,F,60,64,71,76,Clean & Jerk,37,Rene Cournoyer,2021-12-11,Steve Gough Memorial PWA Championships
W60,F,60,64,71,76,Total,63,Rene Cournoyer,2021-12-11,Steve Gough Memorial PWA Championships
W60,F,60,64,76,81,Snatch,24,Rene Cournoyer,2019-11-03,56th Golden West Opejn
W60,F,60,64,76,81,Clean & Jerk,35,Rene Cournoyer,2019-11-03,56th Golden West Opejn
W60,F,60,64,76,81,Total,59,Rene Cournoyer,2019-11-03,56th Golden West Opejn
W60,F,60,64,81,87,Snatch,,,,
W60,F,60,64,81,87,Clean & Jerk,,,,
W60,F,60,64,81,87,Total,,,,
W60,F,60,64,87,>87,Snatch,16,Carmen Dias,2024-03-15,Bakersfield 2024 - National Qualifier
W60,F,60,64,87,>87,Clean & Jerk,20,Carmen Dias,2024-03-15,Bakersfield 2024 - National Qualifier
W60,F,60,64,87,>87,Total,36,Carmen Dias,2024-03-15,Bakersfield 2024 - National Qualifier
M60,M,60,64,0,55,Snatch,,,,
M60,M,60,64,0,55,Clean & Jerk,,,,
M60,M,60,64,0,55,Total,,,,
M60,M,60,64,55,61,Snatch,,,,
M60,M,60,64,55,61,Clean & Jerk,,,,
M60,M,60,64,55,61,Total,,,,
M60,M,60,64,61,67,Snatch,,,,
M60,M,60,64,61,67,Clean & Jerk,,,,
M60,M,60,64,61,67,Total,,,,
M60,M,60,64,67,73,Snatch,,,,
M60,M,60,64,67,73,Clean & Jerk,,,,
M60,M,60,64,67,73,Total,,,,
M60,M,60,64,73,81,Snatch,70,Dallas Broussard,2018-02-10,Midtown Open 1
M60,M,60,64,73,81,Clean & Jerk,90,Dallas Broussard,2018-02-10,Midtown Open 1
M60,M,60,64,73,81,Total,160,Dallas Broussard,2018-02-10,Midtown Open 1
M60,M,60,64,81,89,Snatch,95,Aleksandr  Degtyarev,2025-05-18,Capital Gainz
M60,M,60,64,81,89,Clean & Jerk,115,Aleksandr  Degtyarev,2025-05-18,Capital Gainz
M60,M,60,64,81,89,Total,210,Aleksandr  Degtyarev,2025-05-18,Capital Gainz
M60,M,60,64,89,96,Snatch,,,,
M60,M,60,64,89,96,Clean & Jerk,,,,
M60,M,60,64,89,96,Total,,,,
M60,M,60,64,96,102,Snatch,,,,
M60,M,60,64,96,102,Clean & Jerk,,,,
M60,M,60,64,96,102,Total,,,,
M60,M,60,64,102,109,Snatch,40,Kenneth Swenson,2022-08-07,Tommy Kono XVI
M60,M,60,64,102,109,Clean & Jerk,44,Kenneth Swenson,2022-08-07,Tommy Kono XVI
M60,M,60,64,102,109,Total,84,Kenneth Swenson,2022-08-07,Tommy Kono XVI
M60,M,60,64,109,>109,Snatch,93,Robert Madsen,2022-04-21,2022 National Masters Weightlifting Championships
M60,M,60,64,109,>109,Clean & Jerk,112,Robert Madsen,2022-04-21,2022 National Masters Weightlifting Championships
M60,M,60,64,109,>109,Total,205,Robert Madsen,2022-04-21,2022 National Masters Weightlifting Championships
W65,F,65,69,0,45,Snatch,,,,
W65,F,65,69,0,45,Clean & Jerk,,,,
W65,F,65,69,0,45,Total,,,,
W65,F,65,69,0,49,Snatch,20,joann truby,2020-06-30,Lift Proud Virtual Cup
W65,F,65,69,0,49,Clean & Jerk,31,joann truby,2020-10-17,2020 Pan American Masters
W65,F,65,69,0,49,Total,50,joann truby,2020-06-30,Lift Proud Virtual Cup
W65,F,65,69,49,55,Snatch,,,,
W65,F,65,69,49,55,Clean & Jerk,,,,
W65,F,65,69,49,55,Total,,,,
W65,F,65,69,55,59,Snatch,,,,
W65,F,65,69,55,59,Clean & Jerk,,,,
W65,F,65,69,55,59,Total,,,,
W65,F,65,69,59,64,Snatch,28,Betsy Groh,2021-11-05,2021 Howard Cohen American Masters
W65,F,65,69,59,64,Clean & Jerk,38,Betsy Groh,2021-11-05,2021 Howard Cohen American Masters
W65,F,65,69,59,64,Total,66,Betsy Groh,2021-11-05,2021 Howard Cohen American Masters
W65,F,65,69,64,71,Snatch,19,Toni Webster-McIntosh,2022-05-21,PWA Championships 2022
W65,F,65,69,64,71,Clean & Jerk,26,Toni Webster-McIntosh,2022-05-21,PWA Championships 2022
W65,F,65,69,64,71,Total,45,Toni Webster-McIntosh,2022-05-21,PWA Championships 2022
W65,F,65,69,71,76,Snatch,34,Rose Marie Moore,2018-08-24,2018 World Masters Weightlifting Championships
W65,F,65,69,71,76,Clean & Jerk,44,Rose Marie Moore,2019-03-31,2019 Masters National Championships
W65,F,65,69,71,76,Total,77,Rose Marie Moore,2019-03-31,2019 Masters National Championships
W65,F,65,69,76,81,Snatch,35,Rose Marie Moore,2018-11-11,Midtown Opens III
W65,F,65,69,76,81,Clean & Jerk,45,Rose Marie Moore,2018-11-11,Midtown Opens III
W65,F,65,69,76,81,Total,80,Rose Marie Moore,2018-11-11,Midtown Opens III
W65,F,65,69,81,87,Snatch,,,,
W65,F,65,69,81,87,Clean & Jerk,,,,
W65,F,65,69,81,87,Total,,,,
W65,F,65,69,87,>87,Snatch,,,,
W65,F,65,69,87,>87,Clean & Jerk,,,,
W65,F,65,69,87,>87,Total,,,,
M65,M,65,69,0,55,Snatch,,,,
M65,M,65,69,0,55,Clean & Jerk,,,,
M65,M,65,69,0,55,Total,,,,
M65,M,65,69,55,61,Snatch,,,,
M65,M,65,69,55,61,Clean & Jerk,,,,
M65,M,65,69,55,61,Total,,,,
M65,M,65,69,61,67,Snatch,,,,
M65,M,65,69,61,67,Clean & Jerk,,,,
M65,M,65,69,61,67,Total,,,,
M65,M,65,69,67,73,Snatch,59,Clarke Holland,2019-06-23,PWA Champs
M65,M,65,69,67,73,Clean & Jerk,77,Clarke Holland,2018-08-24,2018 World Masters Weightlifting Championships
M65,M,65,69,67,73,Total,135,Clarke Holland,2019-06-23,PWA Champs
M65,M,65,69,73,81,Snatch,62,Kevin McPhee,2024-12-15,Hassle Free Winter Breakers
M65,M,65,69,73,81,Clean & Jerk,79,Clarke Holland,2018-05-05,2018 PWA Masters Championships
M65,M,65,69,73,81,Total,137,Clarke Holland,2018-05-05,2018 PWA Masters Championships
M65,M,65,69,81,89,Snatch,59,Bill Shea,2018-08-04,Redwood Empire Championships
M65,M,65,69,81,89,Clean & Jerk,82,Bill Shea,2018-08-04,Redwood Empire Championships
M65,M,65,69,81,89,Total,141,Bill Shea,2018-08-04,Redwood Empire Championships
M65,M,65,69,89,96,Snatch,60,JW Gurtis,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M65,M,65,69,89,96,Clean & Jerk,80,JW Gurtis,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M65,M,65,69,89,96,Total,140,JW Gurtis,2024-07-20,The Tommy Kono XVIII:   2024 WSO Championships
M65,M,65,69,96,102,Snatch,,,,
M65,M,65,69,96,102,Clean & Jerk,,,,
M65,M,65,69,96,102,Total,,,,
M65,M,65,69,102,109,Snatch,,,,
M65,M,65,69,102,109,Clean & Jerk,,,,
M65,M,65,69,102,109,Total,,,,
M65,M,65,69,109,>109,Snatch,83,Robert Madsen,2025-02-08,Norcal Collegiate Qualifier @Menlo College
M65,M,65,69,109,>109,Clean & Jerk,106,Robert Madsen,2025-02-08,Norcal Collegiate Qualifier @Menlo College
M65,M,65,69,109,>109,Total,189,Robert Madsen,2025-02-08,Norcal Collegiate Qualifier @Menlo College
W70,F,70,74,0,45,Snatch,,,,
W70,F,70,74,0,45,Clean & Jerk,,,,
W70,F,70,74,0,45,Total,,,,
W70,F,70,74,0,49,Snatch,,,,
W70,F,70,74,0,49,Clean & Jerk,,,,
W70,F,70,74,0,49,Total,,,,
W70,F,70,74,49,55,Snatch,,,,
W70,F,70,74,49,55,Clean & Jerk,,,,
W70,F,70,74,49,55,Total,,,,
W70,F,70,74,55,59,Snatch,,,,
W70,F,70,74,55,59,Clean & Jerk,,,,
W70,F,70,74,55,59,Total,,,,
W70,F,70,74,59,64,Snatch,,,,
W70,F,70,74,59,64,Clean & Jerk,,,,
W70,F,70,74,59,64,Total,,,,
W70,F,70,74,64,71,Snatch,,,,
W70,F,70,74,64,71,Clean & Jerk,,,,
W70,F,70,74,64,71,Total,,,,
W70,F,70,74,71,76,Snatch,30,Rose Marie Moore,2023-03-15,2023 National Masters Championships
W70,F,70,74,71,76,Clean & Jerk,38,Rose Marie Moore,2024-03-21,The Nike 2024 USA Weightlifting Masters National Championships Powered by Rogue Fitness
W70,F,70,74,71,76,Total,66,Rose Marie Moore,2024-03-21,The Nike 2024 USA Weightlifting Masters National Championships Powered by Rogue Fitness
W70,F,70,74,76,81,Snatch,31,Rose Marie Moore,2022-08-10,2022 Howard Cohen American Masters
W70,F,70,74,76,81,Clean & Jerk,37,Rose Marie Moore,2022-08-10,2022 Howard Cohen American Masters
W70,F,70,74,76,81,Total,68,Rose Marie Moore,2022-08-10,2022 Howard Cohen American Masters
W70,F,70,74,81,87,Snatch,29,Rose Marie Moore,2022-12-01,IWF World Masters Championships
W70,F,70,74,81,87,Clean & Jerk,36,Rose Marie Moore,2021-11-05,2021 Howard Cohen American Masters
W70,F,70,74,81,87,Total,65,Rose Marie Moore,2021-11-05,2021 Howard Cohen American Masters
W70,F,70,74,87,>87,Snatch,,,,
W70,F,70,74,87,>87,Clean & Jerk,,,,
W70,F,70,74,87,>87,Total,,,,
M70,M,70,74,0,55,Snatch,,,,
M70,M,70,74,0,55,Clean & Jerk,,,,
M70,M,70,74,0,55,Total,,,,
M70,M,70,74,55,61,Snatch,,,,
M70,M,70,74,55,61,Clean & Jerk,,,,
M70,M,70,74,55,61,Total,,,,
M70,M,70,74,61,67,Snatch,,,,
M70,M,70,74,61,67,Clean & Jerk,,,,
M70,M,70,74,61,67,Total,,,,
M70,M,70,74,67,73,Snatch,58,Clarke Holland,2021-05-24,2021 World Masters Championships
M70,M,70,74,67,73,Clean & Jerk,73,Clarke Holland,2021-05-24,2021 World Masters Championships
M70,M,70,74,67,73,Total,131,Clarke Holland,2021-05-24,2021 World Masters Championships
M70,M,70,74,73,81,Snatch,54,Gordon Chiang,2023-09-15,"The 2023 Nike North American Open Series 2, powered by Rogue"
M70,M,70,74,73,81,Clean & Jerk,79,Christopher Kulp,2022-03-06,2019 Masters World Cup - U.S. Citizen
M70,M,70,74,73,81,Total,130,Christopher Kulp,2022-03-06,2019 Masters World Cup - U.S. Citizen
M70,M,70,74,81,89,Snatch,47,Robert Cavano,2018-05-05,2018 PWA Masters Championships
M70,M,70,74,81,89,Clean & Jerk,70,Robert Cavano,2018-08-04,Redwood Empire Championships
M70,M,70,74,81,89,Total,116,Robert Cavano,2018-05-05,2018 PWA Masters Championships
M70,M,70,74,89,96,Snatch,,,,
M70,M,70,74,89,96,Clean & Jerk,,,,
M70,M,70,74,89,96,Total,,,,
M70,M,70,74,96,102,Snatch,,,,
M70,M,70,74,96,102,Clean & Jerk,,,,
M70,M,70,74,96,102,Total,,,,
M70,M,70,74,102,109,Snatch,,,,
M70,M,70,74,102,109,Clean & Jerk,,,,
M70,M,70,74,102,109,Total,,,,
M70,M,70,74,109,>109,Snatch,,,,
M70,M,70,74,109,>109,Clean & Jerk,,,,
M70,M,70,74,109,>109,Total,,,,
W75,F,75,79,0,45,Snatch,,,,
W75,F,75,79,0,45,Clean & Jerk,,,,
W75,F,75,79,0,45,Total,,,,
W75,F,75,79,0,49,Snatch,,,,
W75,F,75,79,0,49,Clean & Jerk,,,,
W75,F,75,79,0,49,Total,,,,
W75,F,75,79,49,55,Snatch,,,,
W75,F,75,79,49,55,Clean & Jerk,,,,
W75,F,75,79,49,55,Total,,,,
W75,F,75,79,55,59,Snatch,,,,
W75,F,75,79,55,59,Clean & Jerk,,,,
W75,F,75,79,55,59,Total,,,,
W75,F,75,79,59,64,Snatch,,,,
W75,F,75,79,59,64,Clean & Jerk,,,,
W75,F,75,79,59,64,Total,,,,
W75,F,75,79,64,71,Snatch,,,,
W75,F,75,79,64,71,Clean & Jerk,,,,
W75,F,75,79,64,71,Total,,,,
W75,F,75,79,71,76,Snatch,,,,
W75,F,75,79,71,76,Clean & Jerk,,,,
W75,F,75,79,71,76,Total,,,,
W75,F,75,79,76,81,Snatch,,,,
W75,F,75,79,76,81,Clean & Jerk,,,,
W75,F,75,79,76,81,Total,,,,
W75,F,75,79,81,87,Snatch,,,,
W75,F,75,79,81,87,Clean & Jerk,,,,
W75,F,75,79,81,87,Total,,,,
W75,F,75,79,87,>87,Snatch,,,,
W75,F,75,79,87,>87,Clean & Jerk,,,,
W75,F,75,79,87,>87,Total,,,,
M75,M,75,79,0,55,Snatch,,,,
M75,M,75,79,0,55,Clean & Jerk,,,,
M75,M,75,79,0,55,Total,,,,
M75,M,75,79,55,61,Snatch,,,,
M75,M,75,79,55,61,Clean & Jerk,,,,
M75,M,75,79,55,61,Total,,,,
M75,M,75,79,61,67,Snatch,,,,
M75,M,75,79,61,67,Clean & Jerk,,,,
M75,M,75,79,61,67,Total,,,,
M75,M,75,79,67,73,Snatch,,,,
M75,M,75,79,67,73,Clean & Jerk,,,,
M75,M,75,79,67,73,Total,,,,
M75,M,75,79,73,81,Snatch,,,,
M75,M,75,79,73,81,Clean & Jerk,,,,
M75,M,75,79,73,81,Total,,,,
M75,M,75,79,81,89,Snatch,45,Robert Cavano,2023-12-03,2023 Oakland Open
M75,M,75,79,81,89,Clean & Jerk,62,Robert Cavano,2023-12-03,2023 Oakland Open
M75,M,75,79,81,89,Total,107,Robert Cavano,2023-12-03,2023 Oakland Open
M75,M,75,79,89,96,Snatch,,,,
M75,M,75,79,89,96,Clean & Jerk,,,,
M75,M,75,79,89,96,Total,,,,
M75,M,75,79,96,102,Snatch,,,,
M75,M,75,79,96,102,Clean & Jerk,,,,
M75,M,75,79,96,102,Total,,,,
M75,M,75,79,102,109,Snatch,,,,
M75,M,75,79,102,109,Clean & Jerk,,,,
M75,M,75,79,102,109,Total,,,,
M75,M,75,79,109,>109,Snatch,,,,
M75,M,75,79,109,>109,Clean & Jerk,,,,
M75,M,75,79,109,>109,Total,,,,
W80,F,80,84,0,45,Snatch,,,,
W80,F,80,84,0,45,Clean & Jerk,,,,
W80,F,80,84,0,45,Total,,,,
W80,F,80,84,0,49,Snatch,,,,
W80,F,80,84,0,49,Clean & Jerk,,,,
W80,F,80,84,0,49,Total,,,,
W80,F,80,84,49,55,Snatch,,,,
W80,F,80,84,49,55,Clean & Jerk,,,,
W80,F,80,84,49,55,Total,,,,
W80,F,80,84,55,59,Snatch,,,,
W80,F,80,84,55,59,Clean & Jerk,,,,
W80,F,80,84,55,59,Total,,,,
W80,F,80,84,59,64,Snatch,,,,
W80,F,80,84,59,64,Clean & Jerk,,,,
W80,F,80,84,59,64,Total,,,,
W80,F,80,84,64,71,Snatch,,,,
W80,F,80,84,64,71,Clean & Jerk,,,,
W80,F,80,84,64,71,Total,,,,
W80,F,80,84,71,76,Snatch,,,,
W80,F,80,84,71,76,Clean & Jerk,,,,
W80,F,80,84,71,76,Total,,,,
W80,F,80,84,76,81,Snatch,,,,
W80,F,80,84,76,81,Clean & Jerk,,,,
W80,F,80,84,76,81,Total,,,,
W80,F,80,84,81,87,Snatch,,,,
W80,F,80,84,81,87,Clean & Jerk,,,,
W80,F,80,84,81,87,Total,,,,
W80,F,80,84,87,>87,Snatch,,,,
W80,F,80,84,87,>87,Clean & Jerk,,,,
W80,F,80,84,87,>87,Total,,,,
M80,M,80,84,0,55,Snatch,,,,
M80,M,80,84,0,55,Clean & Jerk,,,,
M80,M,80,84,0,55,Total,,,,
M80,M,80,84,55,61,Snatch,,,,
M80,M,80,84,55,61,Clean & Jerk,,,,
M80,M,80,84,55,61,Total,,,,
M80,M,80,84,61,67,Snatch,,,,
M80,M,80,84,61,67,Clean & Jerk,,,,
M80,M,80,84,61,67,Total,,,,
M80,M,80,84,67,73,Snatch,,,,
M80,M,80,84,67,73,Clean & Jerk,,,,
M80,M,80,84,67,73,Total,,,,
M80,M,80,84,73,81,Snatch,,,,
M80,M,80,84,73,81,Clean & Jerk,,,,
M80,M,80,84,73,81,Total,,,,
M80,M,80,84,81,89,Snatch,,,,
M80,M,80,84,81,89,Clean & Jerk,,,,
M80,M,80,84,81,89,Total,,,,
M80,M,80,84,89,96,Snatch,,,,
M80,M,80,84,89,96,Clean & Jerk,,,,
M80,M,80,84,89,96,Total,,,,
M80,M,80,84,96,102,Snatch,,,,
M80,M,80,84,96,102,Clean & Jerk,,,,
M80,M,80,84,96,102,Total,,,,
M80,M,80,84,102,109,Snatch,,,,
M80,M,80,84,102,109,Clean & Jerk,,,,
M80,M,80,84,102,109,Total,,,,
M80,M,80,84,109,>109,Snatch,,,,
M80,M,80,84,109,>109,Clean & Jerk,,,,
M80,M,80,84,109,>109,Total,,,,
W85,F,85,89,0,45,Snatch,,,,
W85,F,85,89,0,45,Clean & Jerk,,,,
W85,F,85,89,0,45,Total,,,,
W85,F,85,89,0,49,Snatch,,,,
W85,F,85,89,0,49,Clean & Jerk,,,,
W85,F,85,89,0,49,Total,,,,
W85,F,85,89,49,55,Snatch,,,,
W85,F,85,89,49,55,Clean & Jerk,,,,
W85,F,85,89,49,55,Total,,,,
W85,F,85,89,55,59,Snatch,,,,
W85,F,85,89,55,59,Clean & Jerk,,,,
W85,F,85,89,55,59,Total,,,,
W85,F,85,89,59,64,Snatch,,,,
W85,F,85,89,59,64,Clean & Jerk,,,,
W85,F,85,89,59,64,Total,,,,
W85,F,85,89,64,71,Snatch,,,,
W85,F,85,89,64,71,Clean & Jerk,,,,
W85,F,85,89,64,71,Total,,,,
W85,F,85,89,71,76,Snatch,,,,
W85,F,85,89,71,76,Clean & Jerk,,,,
W85,F,85,89,71,76,Total,,,,
W85,F,85,89,76,81,Snatch,,,,
W85,F,85,89,76,81,Clean & Jerk,,,,
W85,F,85,89,76,81,Total,,,,
W85,F,85,89,81,87,Snatch,,,,
W85,F,85,89,81,87,Clean & Jerk,,,,
W85,F,85,89,81,87,Total,,,,
W85,F,85,89,87,>87,Snatch,,,,
W85,F,85,89,87,>87,Clean & Jerk,,,,
W85,F,85,89,87,>87,Total,,,,
M85,M,85,89,0,55,Snatch,,,,
M85,M,85,89,0,55,Clean & Jerk,,,,
M85,M,85,89,0,55,Total,,,,
M85,M,85,89,55,61,Snatch,,,,
M85,M,85,89,55,61,Clean & Jerk,,,,
M85,M,85,89,55,61,Total,,,,
M85,M,85,89,61,67,Snatch,,,,
M85,M,85,89,61,67,Clean & Jerk,,,,
M85,M,85,89,61,67,Total,,,,
M85,M,85,89,67,73,Snatch,,,,
M85,M,85,89,67,73,Clean & Jerk,,,,
M85,M,85,89,67,73,Total,,,,
M85,M,85,89,73,81,Snatch,,,,
M85,M,85,89,73,81,Clean & Jerk,,,,
M85,M,85,89,73,81,Total,,,,
M85,M,85,89,81,89,Snatch,,,,
M85,M,85,89,81,89,Clean & Jerk,,,,
M85,M,85,89,81,89,Total,,,,
M85,M,85,89,89,96,Snatch,,,,
M85,M,85,89,89,96,Clean & Jerk,,,,
M85,M,85,89,89,96,Total,,,,
M85,M,85,89,96,102,Snatch,,,,
M85,M,85,89,96,102,Clean & Jerk,,,,
M85,M,85,89,96,102,Total,,,,
M85,M,85,89,102,109,Snatch,,,,
M85,M,85,89,102,109,Clean & Jerk,,,,
M85,M,85,89,102,109,Total,,,,
M85,M,85,89,109,>109,Snatch,,,,
M85,M,85,89,109,>109,Clean & Jerk,,,,
M85,M,85,89,109,>109,Total,,,,
W90,F,90,1000,0,45,Snatch,,,,
W90,F,90,1000,0,45,Clean & Jerk,,,,
W90,F,90,1000,0,45,Total,,,,
W90,F,90,1000,0,49,Snatch,,,,
W90,F,90,1000,0,49,Clean & Jerk,,,,
W90,F,90,1000,0,49,Total,,,,
W90,F,90,1000,49,55,Snatch,,,,
W90,F,90,1000,49,55,Clean & Jerk,,,,
W90,F,90,1000,49,55,Total,,,,
W90,F,90,1000,55,59,Snatch,,,,
W90,F,90,1000,55,59,Clean & Jerk,,,,
W90,F,90,1000,55,59,Total,,,,
W90,F,90,1000,59,64,Snatch,,,,
W90,F,90,1000,59,64,Clean & Jerk,,,,
W90,F,90,1000,59,64,Total,,,,
W90,F,90,1000,64,71,Snatch,,,,
W90,F,90,1000,64,71,Clean & Jerk,,,,
W90,F,90,1000,64,71,Total,,,,
W90,F,90,1000,71,76,Snatch,,,,
W90,F,90,1000,71,76,Clean & Jerk,,,,
W90,F,90,1000,71,76,Total,,,,
W90,F,90,1000,76,81,Snatch,,,,
W90,F,90,1000,76,81,Clean & Jerk,,,,
W90,F,90,1000,76,81,Total,,,,
W90,F,90,1000,81,87,Snatch,,,,
W90,F,90,1000,81,87,Clean & Jerk,,,,
W90,F,90,1000,81,87,Total,,,,
W90,F,90,1000,87,>87,Snatch,,,,
W90,F,90,1000,87,>87,Clean & Jerk,,,,
W90,F,90,1000,87,>87,Total,,,,
M90,M,90,1000,0,55,Snatch,,,,
M90,M,90,1000,0,55,Clean & Jerk,,,,
M90,M,90,1000,0,55,Total,,,,
M90,M,90,1000,55,61,Snatch,,,,
M90,M,90,1000,55,61,Clean & Jerk,,,,
M90,M,90,1000,55,61,Total,,,,
M90,M,90,1000,61,67,Snatch,,,,
M90,M,90,1000,61,67,Clean & Jerk,,,,
M90,M,90,1000,61,67,Total,,,,
M90,M,90,1000,67,73,Snatch,,,,
M90,M,90,1000,67,73,Clean & Jerk,,,,
M90,M,90,1000,67,73,Total,,,,
M90,M,90,1000,73,81,Snatch,,,,
M90,M,90,1000,73,81,Clean & Jerk,,,,
M90,M,90,1000,73,81,Total,,,,
M90,M,90,1000,81,89,Snatch,,,,
M90,M,90,1000,81,89,Clean & Jerk,,,,
M90,M,90,1000,81,89,Total,,,,
M90,M,90,1000,89,96,Snatch,,,,
M90,M,90,1000,89,96,Clean & Jerk,,,,
M90,M,90,1000,89,96,Total,,,,
M90,M,90,1000,96,102,Snatch,,,,
M90,M,90,1000,96,102,Clean & Jerk,,,,
M90,M,90,1000,96,102,Total,,,,
M90,M,90,1000,102,109,Snatch,,,,
M90,M,90,1000,102,109,Clean & Jerk,,,,
M90,M,90,1000,102,109,Total,,,,
M90,M,90,1000,109,>109,Snatch,,,,
M90,M,90,1000,109,>109,Clean & Jerk,,,,
M90,M,90,1000,109,>109,Total,,,,
